Logged at Mon Feb 20 14:10:21 2023
wp0,-31.9811383160,115.8158663580,-24.6936000000,1.6947640181
wp1,-31.9811000550,115.8158694600,-24.4338000000,1.6580697298
wp2,-31.9810665930,115.8158695090,-24.8556000000,1.6318490505
wp3,-31.9810322080,115.8158735370,-24.8233000000,1.6127886772
wp4,-31.9809964360,115.8158777420,-24.7473000000,1.6327254772
wp5,-31.9809632810,115.8158803900,-24.7514000000,1.6208615303
wp6,-31.9809293270,115.8158830360,-24.7720000000,1.6099392176
