run_name,timestamp,returncode,log_file,n_patches,points_per_patch,drop_path_rate,lr,freeze_encoder
run055_n_patches=64_points_per_patch=16_drop_path_rate=0.0_lr=0.001_freeze_encoder=False,2026-08-27T16:16:11,-9,sweep_logs/run055_n_patches=64_points_per_patch=16_drop_path_rate=0.0_lr=0.001_freeze_encoder=False.log,64,16,0.0,0.001,False
run056_n_patches=64_points_per_patch=16_drop_path_rate=0.0_lr=0.001_freeze_encoder=True,2026-08-27T16:21:31,-9,sweep_logs/run056_n_patches=64_points_per_patch=16_drop_path_rate=0.0_lr=0.001_freeze_encoder=True.log,64,16,0.0,0.001,True
run001_baseline,2026-08-31T11:52:35,2,sweep_logs/run001_baseline.log,64,32,False,0.1,0.0001,0.05,0.8,70
run002_freeze_encoder,2026-08-31T11:52:36,2,sweep_logs/run002_freeze_encoder.log,64,32,True,0.1,0.0001,0.05,0.8,70
run003_patches_undersampled,2026-08-31T11:52:36,2,sweep_logs/run003_patches_undersampled.log,32,32,False,0.1,0.0001,0.05,0.8,70
run004_patches_oversampled,2026-08-31T11:52:36,2,sweep_logs/run004_patches_oversampled.log,128,32,False,0.1,0.0001,0.05,0.8,70
run005_patches_fewer_larger,2026-08-31T11:52:36,2,sweep_logs/run005_patches_fewer_larger.log,32,64,False,0.1,0.0001,0.05,0.8,70
run006_drop_path_0.0,2026-08-31T11:52:36,2,sweep_logs/run006_drop_path_0.0.log,64,32,False,0.0,0.0001,0.05,0.8,70
run007_drop_path_0.3,2026-08-31T11:52:36,2,sweep_logs/run007_drop_path_0.3.log,64,32,False,0.3,0.0001,0.05,0.8,70
run008_weight_decay_0.0,2026-08-31T11:52:36,2,sweep_logs/run008_weight_decay_0.0.log,64,32,False,0.1,0.0001,0.0,0.8,70
run009_weight_decay_0.2,2026-08-31T11:52:36,2,sweep_logs/run009_weight_decay_0.2.log,64,32,False,0.1,0.0001,0.2,0.8,70
run010_lr_1e-3,2026-08-31T11:52:36,2,sweep_logs/run010_lr_1e-3.log,64,32,False,0.1,0.001,0.05,0.8,70
run011_lr_1e-5,2026-08-31T11:52:36,2,sweep_logs/run011_lr_1e-5.log,64,32,False,0.1,1e-05,0.05,0.8,70
run012_gamma_0.3_very_aggressive,2026-08-31T11:52:36,2,sweep_logs/run012_gamma_0.3_very_aggressive.log,64,32,False,0.1,0.0001,0.05,0.3,70
run013_gamma_0.5_aggressive,2026-08-31T11:52:36,2,sweep_logs/run013_gamma_0.5_aggressive.log,64,32,False,0.1,0.0001,0.05,0.5,70
run014_gamma_0.6,2026-08-31T11:52:36,2,sweep_logs/run014_gamma_0.6.log,64,32,False,0.1,0.0001,0.05,0.6,70
run015_gamma_0.7,2026-08-31T11:52:36,2,sweep_logs/run015_gamma_0.7.log,64,32,False,0.1,0.0001,0.05,0.7,70
run016_gamma_0.9,2026-08-31T11:52:36,2,sweep_logs/run016_gamma_0.9.log,64,32,False,0.1,0.0001,0.05,0.9,70
run017_gamma_0.95_gentle,2026-08-31T11:52:36,2,sweep_logs/run017_gamma_0.95_gentle.log,64,32,False,0.1,0.0001,0.05,0.95,70
run018_gamma_0.99_very_gentle,2026-08-31T11:52:36,2,sweep_logs/run018_gamma_0.99_very_gentle.log,64,32,False,0.1,0.0001,0.05,0.99,70
run019_batch_size_32,2026-08-31T11:52:36,2,sweep_logs/run019_batch_size_32.log,64,32,False,0.1,0.0001,0.05,0.8,32
run020_batch_size_128,2026-08-31T11:52:36,2,sweep_logs/run020_batch_size_128.log,64,32,False,0.1,0.0001,0.05,0.8,128
run021_combined_guess,2026-08-31T11:52:36,2,sweep_logs/run021_combined_guess.log,64,32,False,0.1,0.0001,0.05,0.8,70
run001_baseline,2026-08-31T11:53:47,2,sweep_logs/run001_baseline.log,64,32,False,0.1,0.0001,0.05,0.8,70
run002_freeze_encoder,2026-08-31T11:53:47,2,sweep_logs/run002_freeze_encoder.log,64,32,True,0.1,0.0001,0.05,0.8,70
run003_patches_undersampled,2026-08-31T11:53:47,2,sweep_logs/run003_patches_undersampled.log,32,32,False,0.1,0.0001,0.05,0.8,70
run004_patches_oversampled,2026-08-31T11:53:47,2,sweep_logs/run004_patches_oversampled.log,128,32,False,0.1,0.0001,0.05,0.8,70
run005_patches_fewer_larger,2026-08-31T11:53:47,2,sweep_logs/run005_patches_fewer_larger.log,32,64,False,0.1,0.0001,0.05,0.8,70
run006_drop_path_0.0,2026-08-31T11:53:47,2,sweep_logs/run006_drop_path_0.0.log,64,32,False,0.0,0.0001,0.05,0.8,70
run007_drop_path_0.3,2026-08-31T11:53:47,2,sweep_logs/run007_drop_path_0.3.log,64,32,False,0.3,0.0001,0.05,0.8,70
run008_weight_decay_0.0,2026-08-31T11:53:47,2,sweep_logs/run008_weight_decay_0.0.log,64,32,False,0.1,0.0001,0.0,0.8,70
run009_weight_decay_0.2,2026-08-31T11:53:47,2,sweep_logs/run009_weight_decay_0.2.log,64,32,False,0.1,0.0001,0.2,0.8,70
run010_lr_1e-3,2026-08-31T11:53:47,2,sweep_logs/run010_lr_1e-3.log,64,32,False,0.1,0.001,0.05,0.8,70
run011_lr_1e-5,2026-08-31T11:53:47,2,sweep_logs/run011_lr_1e-5.log,64,32,False,0.1,1e-05,0.05,0.8,70
run012_gamma_0.3_very_aggressive,2026-08-31T11:53:47,2,sweep_logs/run012_gamma_0.3_very_aggressive.log,64,32,False,0.1,0.0001,0.05,0.3,70
run013_gamma_0.5_aggressive,2026-08-31T11:53:47,2,sweep_logs/run013_gamma_0.5_aggressive.log,64,32,False,0.1,0.0001,0.05,0.5,70
run014_gamma_0.6,2026-08-31T11:53:47,2,sweep_logs/run014_gamma_0.6.log,64,32,False,0.1,0.0001,0.05,0.6,70
run015_gamma_0.7,2026-08-31T11:53:47,2,sweep_logs/run015_gamma_0.7.log,64,32,False,0.1,0.0001,0.05,0.7,70
run016_gamma_0.9,2026-08-31T11:53:47,2,sweep_logs/run016_gamma_0.9.log,64,32,False,0.1,0.0001,0.05,0.9,70
run017_gamma_0.95_gentle,2026-08-31T11:53:47,2,sweep_logs/run017_gamma_0.95_gentle.log,64,32,False,0.1,0.0001,0.05,0.95,70
run018_gamma_0.99_very_gentle,2026-08-31T11:53:47,2,sweep_logs/run018_gamma_0.99_very_gentle.log,64,32,False,0.1,0.0001,0.05,0.99,70
run019_batch_size_32,2026-08-31T11:53:48,2,sweep_logs/run019_batch_size_32.log,64,32,False,0.1,0.0001,0.05,0.8,32
run020_batch_size_128,2026-08-31T11:53:48,2,sweep_logs/run020_batch_size_128.log,64,32,False,0.1,0.0001,0.05,0.8,128
run021_combined_guess,2026-08-31T11:53:48,2,sweep_logs/run021_combined_guess.log,64,32,False,0.1,0.0001,0.05,0.8,70
run001_baseline_rep1,1,2026-09-07T14:29:16,2,sweep_logs/run001_baseline_rep1.log,64,32,False,0.1,0.0001,0.05,0.8,70
run001_baseline_rep2,2,2026-09-07T14:29:16,2,sweep_logs/run001_baseline_rep2.log,64,32,False,0.1,0.0001,0.05,0.8,70
run001_baseline_rep3,3,2026-09-07T14:29:16,2,sweep_logs/run001_baseline_rep3.log,64,32,False,0.1,0.0001,0.05,0.8,70
run001_baseline_rep4,4,2026-09-07T14:29:16,2,sweep_logs/run001_baseline_rep4.log,64,32,False,0.1,0.0001,0.05,0.8,70
run001_baseline_rep5,5,2026-09-07T14:29:16,2,sweep_logs/run001_baseline_rep5.log,64,32,False,0.1,0.0001,0.05,0.8,70
run002_freeze_encoder_rep1,1,2026-09-07T14:29:16,2,sweep_logs/run002_freeze_encoder_rep1.log,64,32,True,0.1,0.0001,0.05,0.8,70
run002_freeze_encoder_rep2,2,2026-09-07T14:29:16,2,sweep_logs/run002_freeze_encoder_rep2.log,64,32,True,0.1,0.0001,0.05,0.8,70
run002_freeze_encoder_rep3,3,2026-09-07T14:29:16,2,sweep_logs/run002_freeze_encoder_rep3.log,64,32,True,0.1,0.0001,0.05,0.8,70
run002_freeze_encoder_rep4,4,2026-09-07T14:29:16,2,sweep_logs/run002_freeze_encoder_rep4.log,64,32,True,0.1,0.0001,0.05,0.8,70
run002_freeze_encoder_rep5,5,2026-09-07T14:29:16,2,sweep_logs/run002_freeze_encoder_rep5.log,64,32,True,0.1,0.0001,0.05,0.8,70
run003_patches_undersampled_rep1,1,2026-09-07T14:29:16,2,sweep_logs/run003_patches_undersampled_rep1.log,32,32,False,0.1,0.0001,0.05,0.8,70
run003_patches_undersampled_rep2,2,2026-09-07T14:29:16,2,sweep_logs/run003_patches_undersampled_rep2.log,32,32,False,0.1,0.0001,0.05,0.8,70
run003_patches_undersampled_rep3,3,2026-09-07T14:29:16,2,sweep_logs/run003_patches_undersampled_rep3.log,32,32,False,0.1,0.0001,0.05,0.8,70
run003_patches_undersampled_rep4,4,2026-09-07T14:29:16,2,sweep_logs/run003_patches_undersampled_rep4.log,32,32,False,0.1,0.0001,0.05,0.8,70
run003_patches_undersampled_rep5,5,2026-09-07T14:29:16,2,sweep_logs/run003_patches_undersampled_rep5.log,32,32,False,0.1,0.0001,0.05,0.8,70
run004_patches_oversampled_rep1,1,2026-09-07T14:29:16,2,sweep_logs/run004_patches_oversampled_rep1.log,128,32,False,0.1,0.0001,0.05,0.8,70
run004_patches_oversampled_rep2,2,2026-09-07T14:29:16,2,sweep_logs/run004_patches_oversampled_rep2.log,128,32,False,0.1,0.0001,0.05,0.8,70
run004_patches_oversampled_rep3,3,2026-09-07T14:29:16,2,sweep_logs/run004_patches_oversampled_rep3.log,128,32,False,0.1,0.0001,0.05,0.8,70
run004_patches_oversampled_rep4,4,2026-09-07T14:29:16,2,sweep_logs/run004_patches_oversampled_rep4.log,128,32,False,0.1,0.0001,0.05,0.8,70
run004_patches_oversampled_rep5,5,2026-09-07T14:29:16,2,sweep_logs/run004_patches_oversampled_rep5.log,128,32,False,0.1,0.0001,0.05,0.8,70
run005_patches_fewer_larger_rep1,1,2026-09-07T14:29:16,2,sweep_logs/run005_patches_fewer_larger_rep1.log,32,64,False,0.1,0.0001,0.05,0.8,70
run005_patches_fewer_larger_rep2,2,2026-09-07T14:29:16,2,sweep_logs/run005_patches_fewer_larger_rep2.log,32,64,False,0.1,0.0001,0.05,0.8,70
run005_patches_fewer_larger_rep3,3,2026-09-07T14:29:16,2,sweep_logs/run005_patches_fewer_larger_rep3.log,32,64,False,0.1,0.0001,0.05,0.8,70
run005_patches_fewer_larger_rep4,4,2026-09-07T14:29:16,2,sweep_logs/run005_patches_fewer_larger_rep4.log,32,64,False,0.1,0.0001,0.05,0.8,70
run005_patches_fewer_larger_rep5,5,2026-09-07T14:29:16,2,sweep_logs/run005_patches_fewer_larger_rep5.log,32,64,False,0.1,0.0001,0.05,0.8,70
run006_drop_path_0.0_rep1,1,2026-09-07T14:29:16,2,sweep_logs/run006_drop_path_0.0_rep1.log,64,32,False,0.0,0.0001,0.05,0.8,70
run006_drop_path_0.0_rep2,2,2026-09-07T14:29:16,2,sweep_logs/run006_drop_path_0.0_rep2.log,64,32,False,0.0,0.0001,0.05,0.8,70
run006_drop_path_0.0_rep3,3,2026-09-07T14:29:17,2,sweep_logs/run006_drop_path_0.0_rep3.log,64,32,False,0.0,0.0001,0.05,0.8,70
run006_drop_path_0.0_rep4,4,2026-09-07T14:29:17,2,sweep_logs/run006_drop_path_0.0_rep4.log,64,32,False,0.0,0.0001,0.05,0.8,70
run006_drop_path_0.0_rep5,5,2026-09-07T14:29:17,2,sweep_logs/run006_drop_path_0.0_rep5.log,64,32,False,0.0,0.0001,0.05,0.8,70
run007_drop_path_0.3_rep1,1,2026-09-07T14:29:17,2,sweep_logs/run007_drop_path_0.3_rep1.log,64,32,False,0.3,0.0001,0.05,0.8,70
run007_drop_path_0.3_rep2,2,2026-09-07T14:29:17,2,sweep_logs/run007_drop_path_0.3_rep2.log,64,32,False,0.3,0.0001,0.05,0.8,70
run007_drop_path_0.3_rep3,3,2026-09-07T14:29:17,2,sweep_logs/run007_drop_path_0.3_rep3.log,64,32,False,0.3,0.0001,0.05,0.8,70
run007_drop_path_0.3_rep4,4,2026-09-07T14:29:17,2,sweep_logs/run007_drop_path_0.3_rep4.log,64,32,False,0.3,0.0001,0.05,0.8,70
run007_drop_path_0.3_rep5,5,2026-09-07T14:29:17,2,sweep_logs/run007_drop_path_0.3_rep5.log,64,32,False,0.3,0.0001,0.05,0.8,70
run008_weight_decay_0.0_rep1,1,2026-09-07T14:29:17,2,sweep_logs/run008_weight_decay_0.0_rep1.log,64,32,False,0.1,0.0001,0.0,0.8,70
run008_weight_decay_0.0_rep2,2,2026-09-07T14:29:17,2,sweep_logs/run008_weight_decay_0.0_rep2.log,64,32,False,0.1,0.0001,0.0,0.8,70
run008_weight_decay_0.0_rep3,3,2026-09-07T14:29:17,2,sweep_logs/run008_weight_decay_0.0_rep3.log,64,32,False,0.1,0.0001,0.0,0.8,70
run008_weight_decay_0.0_rep4,4,2026-09-07T14:29:17,2,sweep_logs/run008_weight_decay_0.0_rep4.log,64,32,False,0.1,0.0001,0.0,0.8,70
