run_name,timestamp,model_type,n_patches,points_per_patch,freeze_encoder,drop_path_rate,pointcam_checkpoint_path,lr,weight_decay,gamma,batch_size,epochs_requested,epochs_completed,best_train_loss,final_train_loss,final_train_accuracy1,final_train_accuracy2,final_val_loss,final_val_accuracy1,final_val_accuracy2,total_training_time_sec,checkpoint_saved
run038_n_patches=32_points_per_patch=64_drop_path_rate=0.0_lr=0.001_freeze_encoder=True,2026-08-27T14:33:03,lane_following,32,64,True,0.0,,0.001,0.05,0.8,70,25,25,0.0004516307916886419,0.0004516307916886419,"tensor(0.9147, device='cuda:0')","tensor(0.8680, device='cuda:0')",0.0005752713737723221,"tensor(0.9210, device='cuda:0')","tensor(0.9185, device='cuda:0')",266.3,pointcam_shuttle_lane_following.pth
run039_n_patches=32_points_per_patch=64_drop_path_rate=0.0_lr=0.0001_freeze_encoder=False,2026-08-27T14:40:31,lane_following,32,64,False,0.0,,0.0001,0.05,0.8,70,25,25,0.0004307414327814841,0.0004682851072589438,"tensor(0.9141, device='cuda:0')","tensor(0.8685, device='cuda:0')",0.0004169572156424806,"tensor(0.9937, device='cuda:0')","tensor(0.9273, device='cuda:0')",440.6,pointcam_shuttle_lane_following.pth
run040_n_patches=32_points_per_patch=64_drop_path_rate=0.0_lr=0.0001_freeze_encoder=True,2026-08-27T14:45:04,lane_following,32,64,True,0.0,,0.0001,0.05,0.8,70,25,25,0.000444349353228697,0.0004602691918134988,"tensor(0.9138, device='cuda:0')","tensor(0.8660, device='cuda:0')",0.0004451886940525617,"tensor(0.9937, device='cuda:0')","tensor(0.9241, device='cuda:0')",264.0,pointcam_shuttle_lane_following.pth
run041_n_patches=32_points_per_patch=64_drop_path_rate=0.0_lr=1e-05_freeze_encoder=False,2026-08-27T14:52:33,lane_following,32,64,False,0.0,,1e-05,0.05,0.8,70,25,25,0.0004467643268300104,0.0004484523128619443,"tensor(0.9113, device='cuda:0')","tensor(0.8671, device='cuda:0')",0.00046056624163280836,"tensor(0.9875, device='cuda:0')","tensor(0.9241, device='cuda:0')",441.7,pointcam_shuttle_lane_following.pth
run042_n_patches=32_points_per_patch=64_drop_path_rate=0.0_lr=1e-05_freeze_encoder=True,2026-08-27T14:57:08,lane_following,32,64,True,0.0,,1e-05,0.05,0.8,70,25,25,0.0004686728484261688,0.0004686728484261688,"tensor(0.9141, device='cuda:0')","tensor(0.8683, device='cuda:0')",0.00048815008007620567,"tensor(0.9925, device='cuda:0')","tensor(0.9216, device='cuda:0')",266.7,pointcam_shuttle_lane_following.pth
run043_n_patches=32_points_per_patch=64_drop_path_rate=0.1_lr=0.001_freeze_encoder=False,2026-08-27T15:04:38,lane_following,32,64,False,0.1,,0.001,0.05,0.8,70,25,25,0.000481154278813064,0.0004812549393221696,"tensor(0.9150, device='cuda:0')","tensor(0.8652, device='cuda:0')",0.0005123640466072716,"tensor(0.9944, device='cuda:0')","tensor(0.9097, device='cuda:0')",441.9,pointcam_shuttle_lane_following.pth
run044_n_patches=32_points_per_patch=64_drop_path_rate=0.1_lr=0.001_freeze_encoder=True,2026-08-27T15:09:12,lane_following,32,64,True,0.1,,0.001,0.05,0.8,70,25,25,0.00045054626501752097,0.00046162656898931343,"tensor(0.9138, device='cuda:0')","tensor(0.8628, device='cuda:0')",0.0003947861837135587,"tensor(0.9956, device='cuda:0')","tensor(0.9348, device='cuda:0')",265.4,pointcam_shuttle_lane_following.pth
run045_n_patches=32_points_per_patch=64_drop_path_rate=0.1_lr=0.0001_freeze_encoder=False,2026-08-27T15:16:41,lane_following,32,64,False,0.1,,0.0001,0.05,0.8,70,25,25,0.00043725902876018223,0.00047622054352770035,"tensor(0.9164, device='cuda:0')","tensor(0.8669, device='cuda:0')",0.000482779851060676,"tensor(0.9925, device='cuda:0')","tensor(0.9197, device='cuda:0')",440.7,pointcam_shuttle_lane_following.pth
run046_n_patches=32_points_per_patch=64_drop_path_rate=0.1_lr=0.0001_freeze_encoder=True,2026-08-27T15:21:13,lane_following,32,64,True,0.1,,0.0001,0.05,0.8,70,25,25,0.000437640159128508,0.00045150183117871823,"tensor(0.9157, device='cuda:0')","tensor(0.8689, device='cuda:0')",0.000446131041851537,"tensor(0.9937, device='cuda:0')","tensor(0.9279, device='cuda:0')",264.4,pointcam_shuttle_lane_following.pth
run047_n_patches=32_points_per_patch=64_drop_path_rate=0.1_lr=1e-05_freeze_encoder=False,2026-08-27T15:28:47,lane_following,32,64,False,0.1,,1e-05,0.05,0.8,70,25,25,0.00043764494173783534,0.00043764494173783534,"tensor(0.9157, device='cuda:0')","tensor(0.8715, device='cuda:0')",0.0005158214254719337,"tensor(0.9850, device='cuda:0')","tensor(0.9229, device='cuda:0')",445.8,pointcam_shuttle_lane_following.pth
run048_n_patches=32_points_per_patch=64_drop_path_rate=0.1_lr=1e-05_freeze_encoder=True,2026-08-27T15:33:21,lane_following,32,64,True,0.1,,1e-05,0.05,0.8,70,25,25,0.00047817088600506807,0.0004845409615975335,"tensor(0.9128, device='cuda:0')","tensor(0.8647, device='cuda:0')",0.0004687019101224349,"tensor(0.9956, device='cuda:0')","tensor(0.9285, device='cuda:0')",265.9,pointcam_shuttle_lane_following.pth
run049_n_patches=32_points_per_patch=64_drop_path_rate=0.2_lr=0.001_freeze_encoder=False,2026-08-27T15:40:49,lane_following,32,64,False,0.2,,0.001,0.05,0.8,70,25,25,0.00047125984032917665,0.00047125984032917665,"tensor(0.9133, device='cuda:0')","tensor(0.8683, device='cuda:0')",0.0004706979101541274,"tensor(0.9969, device='cuda:0')","tensor(0.9147, device='cuda:0')",439.9,pointcam_shuttle_lane_following.pth
run050_n_patches=32_points_per_patch=64_drop_path_rate=0.2_lr=0.001_freeze_encoder=True,2026-08-27T15:45:21,lane_following,32,64,True,0.2,,0.001,0.05,0.8,70,25,25,0.0004563237677516188,0.0004563237677516188,"tensor(0.9142, device='cuda:0')","tensor(0.8663, device='cuda:0')",0.00048597209669392683,"tensor(0.9962, device='cuda:0')","tensor(0.9091, device='cuda:0')",263.8,pointcam_shuttle_lane_following.pth
run051_n_patches=32_points_per_patch=64_drop_path_rate=0.2_lr=0.0001_freeze_encoder=False,2026-08-27T15:52:49,lane_following,32,64,False,0.2,,0.0001,0.05,0.8,70,25,25,0.00044360778248222257,0.00044429204747171904,"tensor(0.9146, device='cuda:0')","tensor(0.8697, device='cuda:0')",0.0004510845767106382,"tensor(0.9931, device='cuda:0')","tensor(0.9273, device='cuda:0')",439.7,pointcam_shuttle_lane_following.pth
run052_n_patches=32_points_per_patch=64_drop_path_rate=0.2_lr=0.0001_freeze_encoder=True,2026-08-27T15:57:20,lane_following,32,64,True,0.2,,0.0001,0.05,0.8,70,25,25,0.00043784397116815955,0.00044350068024014356,"tensor(0.9128, device='cuda:0')","tensor(0.8669, device='cuda:0')",0.00042765997350215914,"tensor(0.9950, device='cuda:0')","tensor(0.9254, device='cuda:0')",263.1,pointcam_shuttle_lane_following.pth
run053_n_patches=32_points_per_patch=64_drop_path_rate=0.2_lr=1e-05_freeze_encoder=False,2026-08-27T16:04:53,lane_following,32,64,False,0.2,,1e-05,0.05,0.8,70,25,25,0.00043313651967476593,0.0004481645042567553,"tensor(0.9142, device='cuda:0')","tensor(0.8708, device='cuda:0')",0.0005429641673557437,"tensor(0.9912, device='cuda:0')","tensor(0.9091, device='cuda:0')",444.5,pointcam_shuttle_lane_following.pth
run054_n_patches=32_points_per_patch=64_drop_path_rate=0.2_lr=1e-05_freeze_encoder=True,2026-08-27T16:09:25,lane_following,32,64,True,0.2,,1e-05,0.05,0.8,70,25,25,0.00046103322876435985,0.00047562185480436164,"tensor(0.9128, device='cuda:0')","tensor(0.8686, device='cuda:0')",0.0005188860524691011,"tensor(0.9931, device='cuda:0')","tensor(0.9304, device='cuda:0')",264.3,pointcam_shuttle_lane_following.pth
run001_baseline,2026-08-31T12:01:41,lane_following,64,32,False,0.1,,0.0001,0.05,0.8,70,10,10,0.0005401734871225384,0.0005804700001684135,"tensor(0.9124, device='cuda:0')","tensor(0.8668, device='cuda:0')",0.0004683048969432478,"tensor(0.9950, device='cuda:0')","tensor(0.9129, device='cuda:0')",224.9,pointcam_shuttle_lane_following.pth
run002_freeze_encoder,2026-08-31T12:03:49,lane_following,64,32,True,0.1,,0.0001,0.05,0.8,70,10,10,0.0005227603192897702,0.0005227603192897702,"tensor(0.9146, device='cuda:0')","tensor(0.8682, device='cuda:0')",0.0005322225006489918,"tensor(0.9279, device='cuda:0')","tensor(0.9229, device='cuda:0')",119.5,pointcam_shuttle_lane_following.pth
run003_patches_undersampled,2026-08-31T12:06:27,lane_following,32,32,False,0.1,,0.0001,0.05,0.8,70,10,10,0.0005373922431425982,0.0005557527574374023,"tensor(0.9121, device='cuda:0')","tensor(0.8633, device='cuda:0')",0.0006903799326629101,"tensor(0.9981, device='cuda:0')","tensor(0.9210, device='cuda:0')",149.7,pointcam_shuttle_lane_following.pth
run004_patches_oversampled,2026-08-31T12:12:49,lane_following,128,32,False,0.1,,0.0001,0.05,0.8,70,10,10,0.0004876549772510597,0.0004876549772510597,"tensor(0.9110, device='cuda:0')","tensor(0.8700, device='cuda:0')",0.0005105505799611907,"tensor(0.9962, device='cuda:0')","tensor(0.9191, device='cuda:0')",374.2,pointcam_shuttle_lane_following.pth
run005_patches_fewer_larger,2026-08-31T12:15:54,lane_following,32,64,False,0.1,,0.0001,0.05,0.8,70,10,10,0.0005003191384122296,0.0005003191384122296,"tensor(0.9152, device='cuda:0')","tensor(0.8715, device='cuda:0')",0.0007067189881794131,"tensor(0.9975, device='cuda:0')","tensor(0.9254, device='cuda:0')",176.7,pointcam_shuttle_lane_following.pth
run006_drop_path_0.0,2026-08-31T12:19:53,lane_following,64,32,False,0.0,,0.0001,0.05,0.8,70,10,10,0.0004878988888667732,0.0004878988888667732,"tensor(0.9152, device='cuda:0')","tensor(0.8708, device='cuda:0')",0.00055320141457465,"tensor(0.9900, device='cuda:0')","tensor(0.9241, device='cuda:0')",230.6,pointcam_shuttle_lane_following.pth
run007_drop_path_0.3,2026-08-31T12:23:50,lane_following,64,32,False,0.3,,0.0001,0.05,0.8,70,10,10,0.0005112670666839957,0.0005112670666839957,"tensor(0.9135, device='cuda:0')","tensor(0.8653, device='cuda:0')",0.0004343654878647724,"tensor(0.9931, device='cuda:0')","tensor(0.9260, device='cuda:0')",228.3,pointcam_shuttle_lane_following.pth
run008_weight_decay_0.0,2026-08-31T12:27:45,lane_following,64,32,False,0.1,,0.0001,0.0,0.8,70,10,10,0.0005240542685657128,0.0005695220272211955,"tensor(0.9149, device='cuda:0')","tensor(0.8719, device='cuda:0')",0.0005402436917852085,"tensor(0.9969, device='cuda:0')","tensor(0.9091, device='cuda:0')",227.2,pointcam_shuttle_lane_following.pth
run009_weight_decay_0.2,2026-08-31T12:31:44,lane_following,64,32,False,0.1,,0.0001,0.2,0.8,70,10,10,0.0004893164757039409,0.0004893164757039409,"tensor(0.9160, device='cuda:0')","tensor(0.8708, device='cuda:0')",0.0005208819380561386,"tensor(0.9937, device='cuda:0')","tensor(0.9223, device='cuda:0')",229.8,pointcam_shuttle_lane_following.pth
run010_lr_1e-3,2026-08-31T12:35:41,lane_following,64,32,False,0.1,,0.001,0.05,0.8,70,10,10,0.0006222969128674784,0.0006222969128674784,"tensor(0.9158, device='cuda:0')","tensor(0.8649, device='cuda:0')",0.0005940714845182754,"tensor(0.9135, device='cuda:0')","tensor(0.9235, device='cuda:0')",228.4,pointcam_shuttle_lane_following.pth
run011_lr_1e-5,2026-08-31T12:39:40,lane_following,64,32,False,0.1,,1e-05,0.05,0.8,70,10,10,0.0004943696004406452,0.0004943696004406452,"tensor(0.9142, device='cuda:0')","tensor(0.8721, device='cuda:0')",0.0005677830719835706,"tensor(0.9881, device='cuda:0')","tensor(0.9147, device='cuda:0')",231.2,pointcam_shuttle_lane_following.pth
run012_gamma_0.3_very_aggressive,2026-08-31T12:43:40,lane_following,64,32,False,0.1,,0.0001,0.05,0.3,70,10,10,0.00045138080596344505,0.00045812855030670307,"tensor(0.9125, device='cuda:0')","tensor(0.8710, device='cuda:0')",0.000525359496427554,"tensor(0.9925, device='cuda:0')","tensor(0.9066, device='cuda:0')",231.5,pointcam_shuttle_lane_following.pth
run013_gamma_0.5_aggressive,2026-08-31T12:47:38,lane_following,64,32,False,0.1,,0.0001,0.05,0.5,70,10,10,0.00047759973896785034,0.00047759973896785034,"tensor(0.9155, device='cuda:0')","tensor(0.8693, device='cuda:0')",0.00043377037799470475,"tensor(0.9944, device='cuda:0')","tensor(0.9273, device='cuda:0')",230.0,pointcam_shuttle_lane_following.pth
run014_gamma_0.6,2026-08-31T12:51:37,lane_following,64,32,False,0.1,,0.0001,0.05,0.6,70,10,10,0.00047324504455086355,0.00047324504455086355,"tensor(0.9157, device='cuda:0')","tensor(0.8715, device='cuda:0')",0.00046451902104582534,"tensor(0.9956, device='cuda:0')","tensor(0.9122, device='cuda:0')",230.8,pointcam_shuttle_lane_following.pth
run015_gamma_0.7,2026-08-31T12:55:35,lane_following,64,32,False,0.1,,0.0001,0.05,0.7,70,10,10,0.0005206900538836065,0.000544881768177755,"tensor(0.9146, device='cuda:0')","tensor(0.8696, device='cuda:0')",0.0006329117710687524,"tensor(0.9160, device='cuda:0')","tensor(0.9216, device='cuda:0')",229.7,pointcam_shuttle_lane_following.pth
run016_gamma_0.9,2026-08-31T12:59:34,lane_following,64,32,False,0.1,,0.0001,0.05,0.9,70,10,10,0.0005206423834244236,0.0005206423834244236,"tensor(0.9144, device='cuda:0')","tensor(0.8691, device='cuda:0')",0.0005630428117457602,"tensor(0.9160, device='cuda:0')","tensor(0.9141, device='cuda:0')",230.7,pointcam_shuttle_lane_following.pth
run017_gamma_0.95_gentle,2026-08-31T13:03:31,lane_following,64,32,False,0.1,,0.0001,0.05,0.95,70,10,10,0.0005073803225142359,0.0005073803225142359,"tensor(0.9138, device='cuda:0')","tensor(0.8693, device='cuda:0')",0.0005843407191266087,"tensor(0.9918, device='cuda:0')","tensor(0.9078, device='cuda:0')",229.1,pointcam_shuttle_lane_following.pth
run018_gamma_0.99_very_gentle,2026-08-31T13:07:30,lane_following,64,32,False,0.1,,0.0001,0.05,0.99,70,10,10,0.0005313176839847627,0.0005527172035573138,"tensor(0.9158, device='cuda:0')","tensor(0.8671, device='cuda:0')",0.0006037872132836464,"tensor(0.9944, device='cuda:0')","tensor(0.9235, device='cuda:0')",230.0,pointcam_shuttle_lane_following.pth
run019_batch_size_32,2026-08-31T13:12:31,lane_following,64,32,False,0.1,,0.0001,0.05,0.8,32,10,10,0.0011042841040164461,0.0011042841040164461,"tensor(0.9139, device='cuda:0')","tensor(0.8713, device='cuda:0')",0.001078989158229768,"tensor(0.9925, device='cuda:0')","tensor(0.9179, device='cuda:0')",293.2,pointcam_shuttle_lane_following.pth
run020_batch_size_128,2026-08-31T13:16:25,lane_following,64,32,False,0.1,,0.0001,0.05,0.8,128,10,10,0.00030287000321308486,0.00030287000321308486,"tensor(0.8972, device='cuda:0')","tensor(0.8498, device='cuda:0')",0.0003130197735228882,"tensor(0.9931, device='cuda:0')","tensor(0.9248, device='cuda:0')",225.9,pointcam_shuttle_lane_following.pth
run021_combined_guess,2026-08-31T13:20:24,lane_following,64,32,False,0.1,,0.0001,0.05,0.8,70,10,10,0.00047651698734295334,0.00047651698734295334,"tensor(0.9155, device='cuda:0')","tensor(0.8682, device='cuda:0')",0.0005342868323143,"tensor(0.9944, device='cuda:0')","tensor(0.9166, device='cuda:0')",230.4,pointcam_shuttle_lane_following.pth
run001_baseline,2026-09-07T15:31:46,lane_following,64,32,False,0.1,,0.0001,0.05,0.8,70,10,10,0.0005348100531206813,0.0005348100531206813,"tensor(0.9125, device='cuda:0')","tensor(0.8668, device='cuda:0')",0.0005245846640727363,"tensor(0.9937, device='cuda:0')","tensor(0.9191, device='cuda:0')",316.5,pointcam_shuttle_lane_following.pth
